Id,Label,Degree,Betweenness,Expression,Rank(Degree),Rank(Bet),Avg Rank
1495,CTNNA1,1,0,0,534.5,529.5,532,,
3596,IL13,1,0,0,534.5,529.5,532,,
2783,GNB2,1,0,0,534.5,529.5,532,,
57555,NLGN2,1,0,0,534.5,529.5,532,,
10678,B3GNT2,1,0,0,534.5,529.5,532,,
3708,ITPR1,1,0,0,534.5,529.5,532,,
11337,GABARAP,1,0,0,534.5,529.5,532,,
157570,ESCO2,1,0,0,534.5,529.5,532,,
4632,MYL1,1,0,0,534.5,529.5,532,,
9915,ARNT2,1,0,0,534.5,529.5,532,,
29785,CYP2S1,1,0,0,534.5,529.5,532,,
2147,F2,1,0,0,534.5,529.5,532,,
5340,PLG,1,0,0,534.5,529.5,532,,
1579,CYP4A11,1,0,0,534.5,529.5,532,,
8658,TNKS,1,0,0,534.5,529.5,532,,
84868,HAVCR2,1,0,0,534.5,529.5,532,,
2688,GH1,1,0,0,534.5,529.5,532,,
3078,CFHR1,1,0,0,534.5,529.5,532,,
3556,IL1RAP,1,0,0,534.5,529.5,532,,
1909,EDNRA,1,0,0,534.5,529.5,532,,
810,CALML3,1,0,0,534.5,529.5,532,,
10859,LILRB1,1,0,0,534.5,529.5,532,,
220441,RNF152,1,0,0,534.5,529.5,532,,
274,BIN1,1,0,0,534.5,529.5,532,,
3291,HSD11B2,1,0,0,534.5,529.5,532,,
8542,APOL1,1,0,0,534.5,529.5,532,,
51332,SPTBN5,1,0,0,534.5,529.5,532,,
6470,SHMT1,1,0,0,534.5,529.5,532,,
7358,UGDH,1,0,0,534.5,529.5,532,,
30817,ADGRE2,1,0,0,534.5,529.5,532,,
783,CACNB2,1,0,0,534.5,529.5,532,,
5315,PKM,1,0,0,534.5,529.5,532,,
3059,HCLS1,1,0,0,534.5,529.5,532,,
3615,IMPDH2,1,0,0,534.5,529.5,532,,
2118,ETV4,1,0,0,534.5,529.5,532,,
5426,POLE,1,0,0,534.5,529.5,532,,
6657,SOX2,1,0,0,534.5,529.5,532,,
2535,FZD2,1,0,0,534.5,529.5,532,,
1555,CYP2B6,1,0,0,534.5,529.5,532,,
2932,GSK3B,1,0,0,534.5,529.5,532,,
1585,CYP11B2,1,0,0,534.5,529.5,532,,
10901,DHRS4,1,0,0,534.5,529.5,532,,
4094,MAF,1,0,0,534.5,529.5,532,,
2318,FLNC,1,0,0,534.5,529.5,532,,
7433,VIPR1,1,0,0,534.5,529.5,532,,
1435,CSF1,1,0,0,534.5,529.5,532,,
51132,RLIM,1,0,0,534.5,529.5,532,,
9241,NOG,1,0,0,534.5,529.5,532,,
5148,PDE6G,1,0,0,534.5,529.5,532,,
399694,SHC4,1,0,0,534.5,529.5,532,,
23705,CADM1,1,0,0,534.5,529.5,532,,
4496,MT1H,1,0,0,534.5,529.5,532,,
2826,CCR10,1,0,0,534.5,529.5,532,,
4887,NPY2R,1,0,0,534.5,529.5,532,,
682,BSG,1,0,0,534.5,529.5,532,,
81565,NDEL1,1,0,0,534.5,529.5,532,,
2774,GNAL,1,0,0,534.5,529.5,532,,
339761,CYP27C1,1,0,0,534.5,529.5,532,,
54997,TESC,1,0,0,534.5,529.5,532,,
10076,PTPRU,1,0,0,534.5,529.5,532,,
23336,SYNM,1,0,0,534.5,529.5,532,,
468,ATF4,1,0,0,534.5,529.5,532,,
1551,CYP3A7,1,0,0,534.5,529.5,532,,
25818,KLK5,1,0,0,534.5,529.5,532,,
3363,HTR7,1,0,0,534.5,529.5,532,,
7360,UGP2,1,0,0,534.5,529.5,532,,
2309,FOXO3,1,0,0,534.5,529.5,532,,
5313,PKLR,1,0,0,534.5,529.5,532,,
6932,TCF7,1,0,0,534.5,529.5,532,,
7479,WNT8B,1,0,0,534.5,529.5,532,,
4137,MAPT,1,0,0,534.5,529.5,532,,
10917,BTNL3,1,0,0,534.5,529.5,532,,
9588,PRDX6,1,0,0,534.5,529.5,532,,
79908,BTNL8,1,0,0,534.5,529.5,532,,
2066,ERBB4,1,0,0,534.5,529.5,532,,
921,CD5,1,0,0,534.5,529.5,532,,
23136,EPB41L3,1,0,0,534.5,529.5,532,,
6318,SERPINB4,1,0,0,534.5,529.5,532,,
